cluster,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,dummy_Sex_male,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean,normalized_Ticket_int,Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Sex,Fare,SibSp,Parch,Age_Mean,Ticket_int,dataset
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3082233897110869,0.0,0.0,0.4291927154117966,0.0038090330801931,1,C,D,missing,Miss,female,76.2917,0.0,0.0,32.0,11813.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.4020114161456917,0.004581286887614,2,S,missing,WC,Mr,male,10.5,0.0,0.0,30.0,14208.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.2117423212829573,0.1264268154897024,3,S,missing,SOTONOQ,Mr,male,8.05,0.0,0.0,16.0,392089.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.3612394672465344,0.0710560562755375,2,S,missing,missing,Mr,male,13.0,0.0,0.0,27.0,220367.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.6874150584397934,0.0069132031862643,3,S,missing,missing,Mr,male,8.05,0.0,0.0,51.0,21440.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0318995413718766,0.0,0.0,0.3979222295060997,0.1126084702216352,3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349234.0,train
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3636058060575111,0.2,0.0,0.5107366132101114,0.006430504251104,1,S,C,missing,Mr,male,90.0,1.0,0.0,38.0,19943.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0377746031848636,0.0,0.0,0.293286219081272,0.0014019872879607,3,S,missing,PPP,Mr,male,9.35,0.0,0.0,22.0,4348.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.2525142701821147,0.0002421555780263,2,S,missing,SWPP,Mr,male,10.5,0.0,0.0,19.0,751.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0292904677101883,0.0,0.0,0.2729002446316934,0.1680491998225267,3,S,missing,A,Mr,male,7.25,0.0,0.0,20.5,521173.0,test
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.2389236205490622,0.0761519640719798,2,S,missing,missing,Mr,male,13.0,0.0,0.0,18.0,236171.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1028871109013868,0.6,0.1666666666666666,0.3979222295060997,0.0013326617895909,3,S,missing,missing,Miss,female,25.4667,3.0,1.0,29.69911764705882,4133.0,test
4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3372443851183415,0.2,0.0,0.469964664310954,0.0119217286103429,1,S,C,missing,Mrs,female,83.475,1.0,0.0,35.0,36973.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0314115015788572,0.0,0.0,0.3884207665126393,0.1119097336869041,3,S,missing,missing,Mr,male,7.775,0.0,0.0,29.0,347067.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0545408709086266,0.0,0.0,0.7961402555042131,0.0765617906228073,2,S,missing,missing,Mr,male,13.5,0.0,0.0,59.0,237442.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.126807524862557,0.8,0.3333333333333333,0.0622451753193802,0.1119129581286887,3,S,missing,missing,Miss,female,31.3875,4.0,2.0,5.0,347077.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.3204675183473769,0.0095333845804614,2,S,missing,CA,Mr,male,10.5,0.0,0.0,24.0,29566.0,test
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0305024870637134,0.0,0.0,0.3979222295060997,0.0021310335754674,3,S,missing,WC,Miss,female,7.55,0.0,0.0,29.69911764705882,6609.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.2,0.0,0.5922805110084262,0.0086115166742333,2,S,missing,missing,Mr,male,26.0,1.0,0.0,44.0,26707.0,train
3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1060516934334407,0.0,0.3333333333333333,0.1030171242185376,0.0102927406207437,2,S,missing,CA,Miss,female,26.25,0.0,2.0,8.0,31921.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.2525142701821147,0.0092428623756655,2,S,missing,missing,Mr,male,10.5,0.0,0.0,19.0,28665.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0495917918817327,0.0,0.0,0.4427833650448491,0.0005110740228651,2,S,missing,LOW,Mr,male,12.275,0.0,0.0,33.0,1585.0,train
3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0583959004657386,0.2,0.0,0.3979222295060997,0.000859313735606,3,C,missing,missing,Miss,female,14.4542,1.0,0.0,29.69911764705882,2665.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0626209999321269,0.2,0.0,0.3979222295060997,0.1184111756572702,3,Q,missing,missing,Miss,female,15.5,1.0,0.0,29.69911764705882,367230.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.3884207665126393,0.0045990213174295,2,S,missing,WC,Mr,male,10.5,0.0,0.0,29.0,14263.0,test
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0291894660973946,0.0,0.0,0.4020114161456917,0.0008686646167815,3,C,missing,missing,Mr,male,7.225,0.0,0.0,30.0,2694.0,train
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3636058060575111,0.4,0.0,0.5922805110084262,0.006425667588427,1,Q,C,missing,Dr,male,90.0,2.0,0.0,44.0,19928.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0314115015788572,0.0,0.0,0.3340581679804295,0.1119110234636179,3,S,missing,missing,Miss,female,7.775,0.0,0.0,25.0,347071.0,train
4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0585809354203767,0.0,0.3333333333333333,0.3204675183473769,0.0808203108877791,2,S,missing,missing,Mrs,female,14.5,0.0,2.0,24.0,250649.0,train
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2123223583634183,0.2,0.1666666666666666,0.497145963577059,0.0037890415411284,1,S,D,missing,Mr,male,52.5542,1.0,1.0,37.0,11751.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1050416773055032,0.2,0.0,0.7281870073389508,0.078757635478146,2,S,missing,missing,LOW,male,26.0,1.0,0.0,54.0,244252.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0292904677101883,0.0,0.0,0.3979222295060997,0.1168266849642989,3,S,missing,missing,Mr,male,7.25,0.0,0.0,29.69911764705882,362316.0,test
4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0422691749541856,0.2,0.1666666666666666,0.3884207665126393,0.111905541912584,3,S,G,missing,Mrs,female,10.4625,1.0,1.0,29.0,347054.0,train
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1072637127869657,0.0,0.0,0.8369122044033704,0.0366019284741425,1,S,C,missing,Mr,male,26.55,0.0,0.0,62.0,113514.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0650450386391769,0.2,0.0,0.4020114161456917,0.0171978827025465,3,S,missing,A,Mr,male,16.1,1.0,0.0,30.0,53336.0,train
4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0816598039437493,0.0,0.3333333333333333,0.5515085621092688,0.1193459413306368,3,S,missing,missing,Mrs,female,20.2125,0.0,2.0,41.0,370129.0,train
4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.06159401553324,0.0,0.3333333333333333,0.3884207665126393,0.0008544770729291,3,C,missing,missing,Mrs,female,15.2458,0.0,2.0,29.0,2650.0,test
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3199731093306098,0.0,0.0,0.3979222295060997,0.0056701808782863,1,C,missing,PC,Mrs,female,79.2,0.0,0.0,29.69911764705882,17585.0,train
3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3494655802663857,0.0,0.0,0.4020114161456917,0.0355178711461471,1,S,B,missing,Miss,female,86.5,0.0,0.0,30.0,110152.0,train
4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1050416773055032,0.0,0.1666666666666666,0.673824408806741,0.0743017793759544,2,S,missing,missing,Mrs,female,26.0,0.0,1.0,50.0,230433.0,train
2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0313104999660634,0.0,0.0,0.3979222295060997,0.1239672112963803,3,Q,missing,missing,Mr,male,7.75,0.0,0.0,29.69911764705882,384461.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.126807524862557,0.8,0.3333333333333333,0.0350638760532753,0.1119129581286887,3,S,missing,missing,Master,male,31.3875,4.0,2.0,3.0,347077.0,train
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3217911383608973,0.2,0.1666666666666666,0.7010057080728459,0.0356020290767262,1,S,E,missing,Mr,male,79.65,1.0,1.0,52.0,110413.0,train
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5379179124762163,0.0361327721944776,1,S,B,missing,Mr,male,0.0,0.0,0.0,40.0,112059.0,test
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.3979222295060997,0.1233829424450039,3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,382649.0,test
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.4835553139440065,0.005561517190144,2,S,missing,CA,Mr,male,10.5,0.0,0.0,36.0,17248.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.160340060310083,0.8,0.1666666666666666,0.2117423212829573,0.999994518448966,3,S,missing,missing,Mr,male,39.6875,4.0,1.0,16.0,3101295.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0314115015788572,0.2,0.0,0.3340581679804295,0.1119148927937595,3,S,missing,missing,Mr,male,7.775,1.0,0.0,25.0,347083.0,test
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6199984001344534,0.0,0.1666666666666666,0.7825496058711606,0.0056692135457509,1,S,C,PC,Mrs,female,153.4625,0.0,1.0,58.0,17582.0,train
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.547967281941558,0.0,0.0,0.469964664310954,0.0057266086095175,1,S,C,PC,Miss,female,135.6333,0.0,0.0,35.0,17760.0,train
2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1252419998642538,0.0,0.0,0.3979222295060997,0.0366935026208262,1,S,missing,missing,Mr,male,31.0,0.0,0.0,29.69911764705882,113798.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.3340581679804295,0.0,3,S,missing,LINE,Mr,male,0.0,0.0,0.0,25.0,0.0,train
4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0787812579791274,0.0,0.1666666666666666,0.5515085621092688,0.0808186986668867,2,S,missing,missing,Mrs,female,19.5,0.0,1.0,41.0,250644.0,train
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1199899159989786,0.0,0.1666666666666666,0.497145963577059,0.0056737277642494,1,C,C,PC,Mr,male,29.7,0.0,1.0,37.0,17596.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.3979222295060997,0.1194252625985389,3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,370375.0,train
3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3149565612263696,0.2,0.0,0.8505028540364229,0.0043536412976185,1,S,D,missing,Miss,female,77.9583,1.0,0.0,63.0,13502.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.6058711606414786,0.1119116683519749,3,S,missing,missing,Miss,female,7.75,0.0,0.0,45.0,347073.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.3979222295060997,0.0773392035370836,2,S,missing,missing,Mr,male,0.0,0.0,0.0,29.69911764705882,239853.0,test
2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.1176668789047223,0.8,0.1666666666666666,0.0894264745854852,0.1233839097775393,3,Q,missing,missing,Master,male,29.125,4.0,1.0,7.0,382652.0,test
4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08181130636294,0.2,0.1666666666666666,0.469964664310954,0.0008618932890338,3,S,missing,CA,Mrs,female,20.25,1.0,1.0,35.0,2673.0,train
2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0313104999660634,0.0,0.0,0.8776841533025278,0.1084827969581906,3,Q,missing,missing,Mr,male,7.75,0.0,0.0,65.0,336439.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0317314746881878,0.0,0.0,0.3748301168795868,0.1120377440257542,3,S,missing,missing,Mr,male,7.8542,0.0,0.0,28.0,347464.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0383806128616261,0.0,0.0,0.2117423212829573,0.1114941031408642,3,S,missing,missing,Mr,male,9.5,0.0,0.0,16.0,345778.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.2525142701821147,0.1646019491105699,3,S,missing,A,Mr,male,8.05,0.0,0.0,19.0,510482.0,train
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.0,0.0,0.3979222295060997,0.0364542490404061,1,S,A,missing,Mr,male,26.0,0.0,0.0,29.69911764705882,113056.0,test
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0349970588330354,0.0,0.0,0.4427833650448491,0.1126100824425275,3,C,missing,missing,Mr,male,8.6625,0.0,0.0,33.0,349239.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0383806128616261,0.0,0.0,0.4020114161456917,0.1114928133641504,3,S,missing,missing,Mr,male,9.5,0.0,0.0,30.0,345774.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0318995413718766,0.0,0.0,0.293286219081272,0.1125994417846382,3,S,missing,missing,Mr,male,7.8958,0.0,0.0,22.0,349206.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.5650992117423213,0.0766765807503405,2,S,missing,missing,Mr,male,13.0,0.0,0.0,42.0,237798.0,test
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.293286219081272,0.119424617710182,3,Q,missing,missing,Miss,female,7.75,0.0,0.0,22.0,370373.0,train
3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3185590867514972,0.0,0.0,0.3476488176134819,0.0064092229353254,1,S,missing,missing,Miss,female,78.85,0.0,0.0,26.0,19877.0,train
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3679658436785918,0.2,0.0,0.2525142701821147,0.0038586894836765,1,C,B,missing,Mrs,female,91.0792,1.0,0.0,19.0,11967.0,train
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0520158305887828,0.0,0.0,0.4835553139440065,0.0006974467580172,2,C,D,SCParis,Mr,male,12.875,0.0,0.0,36.0,2163.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0357545709289885,0.0,0.0,0.3204675183473769,0.1126091151099921,3,S,missing,missing,Miss,female,8.85,0.0,0.0,24.0,349236.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0318995413718766,0.0,0.0,0.3204675183473769,0.1126081477774567,3,S,missing,missing,Mr,male,7.8958,0.0,0.0,24.0,349233.0,train
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1119938203173228,0.0,0.0,0.3979222295060997,0.0056788868711048,1,C,missing,PC,Mr,male,27.7208,0.0,0.0,29.69911764705882,17612.0,train
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0292064343683439,0.0,0.0,0.3136721935308507,0.000868342172603,3,C,missing,missing,Mr,male,7.2292,0.0,0.0,23.5,2693.0,train
3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6122717767557313,0.2,0.3333333333333333,0.0214732264202228,0.0366880210697923,1,S,C,missing,Miss,female,151.55,1.0,2.0,2.0,113781.0,train
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1232219676083787,0.0,0.0,0.3979222295060997,0.0064450142391349,1,S,C,missing,Mr,male,30.5,0.0,0.0,29.69911764705882,19988.0,train
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.1666666666666666,0.673824408806741,0.0056614748854678,1,C,B,PC,Mrs,female,247.5208,0.0,1.0,50.0,17558.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.3979222295060997,0.0029774495439349,3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,9234.0,test
2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0939314998981903,0.4,0.0,0.3979222295060997,0.1184098858805563,3,Q,missing,missing,Mr,male,23.25,2.0,0.0,29.69911764705882,367226.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.2525142701821147,0.0,3,S,missing,LINE,Mr,male,0.0,0.0,0.0,19.0,0.0,train
