Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Sex,Fare,SibSp,Parch,Age_Mean,Ticket_int,PassengerId,ReferenceDate,dataset,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,dummy_Sex_male,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean,normalized_Ticket_int
1,C,D,missing,Miss,female,113.275,1.0,0.0,31.0,35273.0,216,1912-06,train,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4576383075684953,0.2,0.0,0.4156020657787442,0.011373573506954476
2,S,missing,missing,Mr,male,27.0,1.0,0.0,42.0,243847.0,218,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.10908174181725333,0.2,0.0,0.5650992117423213,0.07862704558586818
1,C,D,missing,Miss,female,76.2917,0.0,0.0,32.0,11813.0,219,1912-06,train,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3082233897110869,0.0,0.0,0.42919271541179665,0.003809033080193157
2,S,missing,WC,Mr,male,10.5,0.0,0.0,30.0,14208.0,220,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.40201141614569175,0.0045812868876140165
3,S,missing,SOTONOQ,Mr,male,8.05,0.0,0.0,16.0,392089.0,221,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.21174232128295734,0.12642681548970242
2,S,missing,missing,Mr,male,13.0,0.0,0.0,27.0,220367.0,222,1912-05,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.3612394672465344,0.07105605627553759
3,S,missing,missing,Mr,male,8.05,0.0,0.0,51.0,21440.0,223,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.6874150584397934,0.006913203186264394
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349234.0,224,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973,0.11260847022163523
1,S,C,missing,Mr,male,90.0,1.0,0.0,38.0,19943.0,225,1912-04,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.36360580605751114,0.2,0.0,0.5107366132101114,0.006430504251104049
3,S,missing,PPP,Mr,male,9.35,0.0,0.0,22.0,4348.0,226,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.037774603184863656,0.0,0.0,0.29328621908127206,0.0014019872879607082
2,S,missing,SWPP,Mr,male,10.5,0.0,0.0,19.0,751.0,227,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.2525142701821147,0.00024215557802633207
3,S,missing,A,Mr,male,7.25,0.0,0.0,20.5,521173.0,228,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.029290467710188395,0.0,0.0,0.2729002446316934,0.16804919982252672
2,S,missing,missing,Mr,male,13.0,0.0,0.0,18.0,236171.0,229,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.23892362054906222,0.07615196407197986
3,S,missing,missing,Miss,female,25.4667,3.0,1.0,29.69911764705882,4133.0,230,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10288711090138687,0.6,0.16666666666666666,0.39792222950609973,0.001332661789590986
1,S,C,missing,Mrs,female,83.475,1.0,0.0,35.0,36973.0,231,1912-05,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.33724438511834154,0.2,0.0,0.46996466431095407,0.011921728610342977
3,S,missing,missing,Mr,male,7.775,0.0,0.0,29.0,347067.0,232,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.031411501578857214,0.0,0.0,0.3884207665126393,0.11190973368690413
2,S,missing,missing,Mr,male,13.5,0.0,0.0,59.0,237442.0,233,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.054540870908626665,0.0,0.0,0.7961402555042131,0.07656179062280738
3,S,missing,missing,Miss,female,31.3875,4.0,2.0,5.0,347077.0,234,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.126807524862557,0.8,0.3333333333333333,0.06224517531938027,0.11191295812868876
2,S,missing,CA,Mr,male,10.5,0.0,0.0,24.0,29566.0,235,1912-07,test,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.32046751834737697,0.009533384580461431
3,S,missing,WC,Miss,female,7.55,0.0,0.0,29.69911764705882,6609.0,236,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.030502487063713432,0.0,0.0,0.39792222950609973,0.002131033575467415
2,S,missing,missing,Mr,male,26.0,1.0,0.0,44.0,26707.0,237,1912-05,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.2,0.0,0.5922805110084262,0.008611516674233356
2,S,missing,CA,Miss,female,26.25,0.0,2.0,8.0,31921.0,238,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10605169343344074,0.0,0.3333333333333333,0.10301712421853765,0.010292740620743738
2,S,missing,missing,Mr,male,10.5,0.0,0.0,19.0,28665.0,239,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.2525142701821147,0.009242862375665524
2,S,missing,LOW,Mr,male,12.275,0.0,0.0,33.0,1585.0,240,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.049591791881732766,0.0,0.0,0.4427833650448491,0.0005110740228651616
3,C,missing,missing,Miss,female,14.4542,1.0,0.0,29.69911764705882,2665.0,241,1912-06,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.058395900465738636,0.2,0.0,0.39792222950609973,0.0008593137356060919
3,Q,missing,missing,Miss,female,15.5,1.0,0.0,29.69911764705882,367230.0,242,1912-04,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.06262099993212691,0.2,0.0,0.39792222950609973,0.11841117565727022
2,S,missing,WC,Mr,male,10.5,0.0,0.0,29.0,14263.0,243,1912-07,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.3884207665126393,0.004599021317429526
3,C,missing,missing,Mr,male,7.225,0.0,0.0,30.0,2694.0,245,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02918946609739464,0.0,0.0,0.40201141614569175,0.0008686646167815427
1,Q,C,missing,Dr,male,90.0,2.0,0.0,44.0,19928.0,246,1912-04,train,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.36360580605751114,0.4,0.0,0.5922805110084262,0.006425667588427091
3,S,missing,missing,Miss,female,7.775,0.0,0.0,25.0,347071.0,247,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.031411501578857214,0.0,0.0,0.3340581679804295,0.11191102346361798
2,S,missing,missing,Mrs,female,14.5,0.0,2.0,24.0,250649.0,248,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.05858093542037679,0.0,0.3333333333333333,0.32046751834737697,0.0808203108877791
1,S,D,missing,Mr,male,52.5542,1.0,1.0,37.0,11751.0,249,1912-04,train,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.21232235836341834,0.2,0.16666666666666666,0.497145963577059,0.0037890415411284
2,S,missing,missing,LOW,male,26.0,1.0,0.0,54.0,244252.0,250,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1050416773055032,0.2,0.0,0.7281870073389508,0.07875763547814603
3,S,missing,missing,Mr,male,7.25,0.0,0.0,29.69911764705882,362316.0,251,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.029290467710188395,0.0,0.0,0.39792222950609973,0.11682668496429897
3,S,G,missing,Mrs,female,10.4625,1.0,1.0,29.0,347054.0,252,1912-04,train,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.04226917495418567,0.2,0.16666666666666666,0.3884207665126393,0.11190554191258409
1,S,C,missing,Mr,male,26.55,0.0,0.0,62.0,113514.0,253,1912-04,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.10726371278696578,0.0,0.0,0.8369122044033704,0.03660192847414256
3,S,missing,A,Mr,male,16.1,1.0,0.0,30.0,53336.0,254,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06504503863917699,0.2,0.0,0.40201141614569175,0.017197882702546536
3,S,missing,missing,Mrs,female,20.2125,0.0,2.0,41.0,370129.0,255,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.08165980394374936,0.0,0.3333333333333333,0.5515085621092688,0.11934594133063683
3,C,missing,missing,Mrs,female,15.2458,0.0,2.0,29.0,2650.0,256,1912-07,test,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.06159401553324003,0.0,0.3333333333333333,0.3884207665126393,0.0008544770729291345
1,C,missing,PC,Mrs,female,79.2,0.0,0.0,29.69911764705882,17585.0,257,1912-05,train,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3199731093306098,0.0,0.0,0.39792222950609973,0.005670180878286351
1,S,B,missing,Miss,female,86.5,0.0,0.0,30.0,110152.0,258,1912-04,train,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3494655802663857,0.0,0.0,0.40201141614569175,0.03551787114614718
2,S,missing,missing,Mrs,female,26.0,0.0,1.0,50.0,230433.0,260,1912-05,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1050416773055032,0.0,0.16666666666666666,0.673824408806741,0.07430177937595443
3,Q,missing,missing,Mr,male,7.75,0.0,0.0,29.69911764705882,384461.0,261,1912-05,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03131049996606346,0.0,0.0,0.39792222950609973,0.12396721129638037
3,S,missing,missing,Master,male,31.3875,4.0,2.0,3.0,347077.0,262,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.126807524862557,0.8,0.3333333333333333,0.03506387605327535,0.11191295812868876
1,S,E,missing,Mr,male,79.65,1.0,1.0,52.0,110413.0,263,1912-04,train,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.32179113836089734,0.2,0.16666666666666666,0.7010057080728459,0.03560202907672624
1,S,B,missing,Mr,male,0.0,0.0,0.0,40.0,112059.0,264,1912-07,test,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5379179124762163,0.03613277219447769
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,382649.0,265,1912-07,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.39792222950609973,0.12338294244500392
2,S,missing,CA,Mr,male,10.5,0.0,0.0,36.0,17248.0,266,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.4835553139440065,0.005561517190144042
3,S,missing,missing,Mr,male,39.6875,4.0,1.0,16.0,3101295.0,267,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.16034006031008302,0.8,0.16666666666666666,0.21174232128295734,0.9999945184489661
3,S,missing,missing,Mr,male,7.775,1.0,0.0,25.0,347083.0,268,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.031411501578857214,0.2,0.0,0.3340581679804295,0.11191489279375955
1,S,C,PC,Mrs,female,153.4625,0.0,1.0,58.0,17582.0,269,1912-06,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6199984001344534,0.0,0.16666666666666666,0.7825496058711606,0.005669213545750959
1,S,C,PC,Miss,female,135.6333,0.0,0.0,35.0,17760.0,270,1912-04,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.547967281941558,0.0,0.0,0.46996466431095407,0.00572660860951752
1,S,missing,missing,Mr,male,31.0,0.0,0.0,29.69911764705882,113798.0,271,1912-05,train,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.12524199986425383,0.0,0.0,0.39792222950609973,0.03669350262082628
3,S,missing,LINE,Mr,male,0.0,0.0,0.0,25.0,0.0,272,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.3340581679804295,0.0
2,S,missing,missing,Mrs,female,19.5,0.0,1.0,41.0,250644.0,273,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07878125797912741,0.0,0.16666666666666666,0.5515085621092688,0.08081869866688679
1,C,C,PC,Mr,male,29.7,0.0,1.0,37.0,17596.0,274,1912-04,train,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.11998991599897867,0.0,0.16666666666666666,0.497145963577059,0.005673727764249453
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,370375.0,275,1912-04,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.39792222950609973,0.11942526259853894
1,S,D,missing,Miss,female,77.9583,1.0,0.0,63.0,13502.0,276,1912-06,train,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3149565612263696,0.2,0.0,0.8505028540364229,0.004353641297618557
3,S,missing,missing,Miss,female,7.75,0.0,0.0,45.0,347073.0,277,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.6058711606414786,0.1119116683519749
2,S,missing,missing,Mr,male,0.0,0.0,0.0,29.69911764705882,239853.0,278,1912-07,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.39792222950609973,0.07733920353708366
3,Q,missing,missing,Master,male,29.125,4.0,1.0,7.0,382652.0,279,1912-07,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.11766687890472234,0.8,0.16666666666666666,0.0894264745854852,0.12338390977753931
3,S,missing,CA,Mrs,female,20.25,1.0,1.0,35.0,2673.0,280,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08181130636294,0.2,0.16666666666666666,0.46996466431095407,0.0008618932890338025
3,Q,missing,missing,Mr,male,7.75,0.0,0.0,65.0,336439.0,281,1912-07,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03131049996606346,0.0,0.0,0.8776841533025278,0.1084827969581906
3,S,missing,missing,Mr,male,7.8542,0.0,0.0,28.0,347464.0,282,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03173147468818782,0.0,0.0,0.37483011687958684,0.11203774402575425
3,S,missing,missing,Mr,male,9.5,0.0,0.0,16.0,345778.0,283,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.038380612861626175,0.0,0.0,0.21174232128295734,0.11149410314086425
3,S,missing,A,Mr,male,8.05,0.0,0.0,19.0,510482.0,284,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.2525142701821147,0.16460194911056997
1,S,A,missing,Mr,male,26.0,0.0,0.0,29.69911764705882,113056.0,285,1912-07,test,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.0,0.0,0.39792222950609973,0.036454249040406124
3,C,missing,missing,Mr,male,8.6625,0.0,0.0,33.0,349239.0,286,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.034997058833035444,0.0,0.0,0.4427833650448491,0.11261008244252756
3,S,missing,missing,Mr,male,9.5,0.0,0.0,30.0,345774.0,287,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.038380612861626175,0.0,0.0,0.40201141614569175,0.1114928133641504
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,22.0,349206.0,288,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.29328621908127206,0.11259944178463824
2,S,missing,missing,Mr,male,13.0,0.0,0.0,42.0,237798.0,289,1912-07,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.5650992117423213,0.0766765807503405
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,22.0,370373.0,290,1912-06,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.29328621908127206,0.11942461771018201
1,S,missing,missing,Miss,female,78.85,0.0,0.0,26.0,19877.0,291,1912-06,train,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3185590867514972,0.0,0.0,0.34764881761348193,0.006409222935325436
1,C,B,missing,Mrs,female,91.0792,1.0,0.0,19.0,11967.0,292,1912-05,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.36796584367859186,0.2,0.0,0.2525142701821147,0.003858689483676586
2,C,D,SCParis,Mr,male,12.875,0.0,0.0,36.0,2163.0,293,1912-05,train,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.05201583058878284,0.0,0.0,0.4835553139440065,0.000697446758017252
3,S,missing,missing,Miss,female,8.85,0.0,0.0,24.0,349236.0,294,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.035754570928988594,0.0,0.0,0.32046751834737697,0.11260911510999216
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,24.0,349233.0,295,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.32046751834737697,0.11260814777745677
1,C,missing,PC,Mr,male,27.7208,0.0,0.0,29.69911764705882,17612.0,296,1912-05,train,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.11199382031732283,0.0,0.0,0.39792222950609973,0.005678886871104874
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,23.5,2693.0,297,1912-06,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.31367219353085074,0.000868342172603079
1,S,C,missing,Miss,female,151.55,1.0,2.0,2.0,113781.0,298,1912-04,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6122717767557313,0.2,0.3333333333333333,0.02147322642022289,0.036688021069792395
