Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,Survived,PassengerId,ReferenceDate,dataset
2,C,D,SCParis,Mr,12.875,0.0,0.0,36.0,2163.0,0,293,1912-05,train
3,S,missing,missing,Miss,8.85,0.0,0.0,24.0,349236.0,0,294,1912-06,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,24.0,349233.0,0,295,1912-05,train
1,C,missing,PC,Mr,27.7208,0.0,0.0,29.69911764705882,17612.0,0,296,1912-05,train
3,C,missing,missing,Mr,7.2292,0.0,0.0,23.5,2693.0,0,297,1912-06,train
1,S,C,missing,Miss,151.55,1.0,2.0,2.0,113781.0,0,298,1912-04,train
1,S,C,missing,Mr,30.5,0.0,0.0,29.69911764705882,19988.0,1,299,1912-06,train
1,C,B,PC,Mrs,247.5208,0.0,1.0,50.0,17558.0,1,300,1912-04,train
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,9234.0,1,301,1912-07,test
3,Q,missing,missing,Mr,23.25,2.0,0.0,29.69911764705882,367226.0,1,302,1912-04,train
3,S,missing,LINE,Mr,0.0,0.0,0.0,19.0,0.0,0,303,1912-06,train
2,Q,E,missing,Miss,12.35,0.0,0.0,29.69911764705882,226593.0,1,304,1912-05,train
3,S,missing,A,Mr,8.05,0.0,0.0,29.69911764705882,52466.0,0,305,1912-07,test
1,S,C,missing,Master,151.55,1.0,2.0,0.92,113781.0,1,306,1912-06,train
1,C,missing,missing,Miss,110.8833,0.0,0.0,29.69911764705882,17421.0,1,307,1912-04,train
1,C,C,PC,Mrs,108.9,1.0,0.0,17.0,17758.0,1,308,1912-06,train
2,C,missing,PPP,Mr,24.0,1.0,0.0,30.0,3381.0,0,309,1912-05,train
1,C,E,PC,Miss,56.9292,0.0,0.0,30.0,17485.0,1,310,1912-06,train
1,C,C,missing,Miss,83.1583,0.0,0.0,24.0,11767.0,1,311,1912-06,train
1,C,B,PC,Miss,262.375,2.0,2.0,18.0,17608.0,1,312,1912-05,train
2,S,missing,missing,Mrs,26.0,1.0,1.0,26.0,250651.0,0,313,1912-06,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,28.0,349243.0,0,314,1912-04,train
2,S,missing,FCC,Mr,26.25,1.0,1.0,43.0,13529.0,0,315,1912-04,train
3,S,missing,missing,Miss,7.8542,0.0,0.0,26.0,347470.0,1,316,1912-05,train
2,S,missing,missing,Mrs,26.0,1.0,0.0,24.0,244367.0,1,317,1912-05,train
2,S,missing,missing,Dr,14.0,0.0,0.0,54.0,29011.0,0,318,1912-04,train
1,S,C,missing,Miss,164.8667,0.0,2.0,31.0,36928.0,1,319,1912-05,train
1,C,E,missing,Mrs,134.5,1.0,1.0,40.0,16966.0,1,320,1912-07,test
3,S,missing,A,Mr,7.25,0.0,0.0,22.0,521172.0,0,321,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,27.0,349219.0,0,322,1912-06,train
2,Q,missing,missing,Miss,12.35,0.0,0.0,30.0,234818.0,1,323,1912-04,train
2,S,missing,missing,Mrs,29.0,1.0,1.0,22.0,248738.0,1,324,1912-04,train
3,S,missing,CA,Mr,69.55,8.0,2.0,29.69911764705882,2343.0,0,325,1912-04,train
1,C,C,PC,Miss,135.6333,0.0,0.0,36.0,17760.0,1,326,1912-04,train
3,S,missing,missing,Mr,6.2375,0.0,0.0,61.0,345364.0,0,327,1912-06,train
2,S,D,missing,Mrs,13.0,0.0,0.0,36.0,28551.0,1,328,1912-06,train
3,S,missing,missing,Mrs,20.525,1.0,1.0,31.0,363291.0,1,329,1912-07,test
1,C,B,missing,Miss,57.9792,0.0,1.0,16.0,111361.0,1,330,1912-07,test
3,Q,missing,missing,Miss,23.25,2.0,0.0,29.69911764705882,367226.0,1,331,1912-05,train
1,S,C,missing,Mr,28.5,0.0,0.0,45.5,113043.0,0,332,1912-04,train
1,S,C,PC,Mr,153.4625,0.0,1.0,38.0,17582.0,0,333,1912-06,train
3,S,missing,missing,Mr,18.0,2.0,0.0,16.0,345764.0,0,334,1912-04,train
1,S,missing,PC,Mrs,133.65,1.0,0.0,29.69911764705882,17611.0,1,335,1912-05,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349225.0,0,336,1912-05,train
1,S,C,missing,Mr,66.6,1.0,0.0,29.0,113776.0,0,337,1912-05,train
1,C,E,missing,Miss,134.5,0.0,0.0,41.0,16966.0,1,338,1912-05,train
3,S,missing,missing,Mr,8.05,0.0,0.0,45.0,7598.0,1,339,1912-06,train
1,S,T,missing,Mr,35.5,0.0,0.0,45.0,113784.0,0,340,1912-06,train
2,S,F,missing,Master,26.0,1.0,1.0,2.0,230080.0,1,341,1912-04,train
1,S,C,missing,Miss,263.0,3.0,2.0,24.0,19950.0,1,342,1912-06,train
2,S,missing,missing,Mr,13.0,0.0,0.0,28.0,248740.0,0,343,1912-05,train
2,S,missing,missing,Mr,13.0,0.0,0.0,25.0,244361.0,0,344,1912-05,train
2,S,missing,missing,Mr,13.0,0.0,0.0,36.0,229236.0,0,345,1912-05,train
2,S,F,missing,Miss,13.0,0.0,0.0,24.0,248733.0,1,346,1912-04,train
2,S,missing,missing,Miss,13.0,0.0,0.0,40.0,31418.0,1,347,1912-06,train
3,S,missing,missing,Mrs,16.1,1.0,0.0,29.69911764705882,386525.0,1,348,1912-05,train
3,S,missing,CA,Master,15.9,1.0,1.0,3.0,37671.0,1,349,1912-05,train
3,S,missing,missing,Mr,8.6625,0.0,0.0,42.0,315088.0,0,350,1912-06,train
3,S,missing,missing,Mr,9.225,0.0,0.0,23.0,7267.0,0,351,1912-07,test
1,S,C,missing,Mr,35.0,0.0,0.0,29.69911764705882,113510.0,0,352,1912-05,train
3,C,missing,missing,Mr,7.2292,1.0,1.0,15.0,2695.0,0,353,1912-04,train
3,S,missing,missing,Mr,17.8,1.0,0.0,25.0,349237.0,0,354,1912-05,train
3,C,missing,missing,Mr,7.225,0.0,0.0,29.69911764705882,2647.0,0,355,1912-06,train
3,S,missing,missing,Mr,9.5,0.0,0.0,28.0,345783.0,0,356,1912-04,train
1,S,E,missing,Miss,55.0,0.0,1.0,22.0,113505.0,1,357,1912-07,test
2,S,missing,missing,Miss,13.0,0.0,0.0,38.0,237671.0,0,358,1912-07,test
3,Q,missing,missing,Miss,7.8792,0.0,0.0,29.69911764705882,330931.0,1,359,1912-06,train
3,Q,missing,missing,Miss,7.8792,0.0,0.0,29.69911764705882,330980.0,1,360,1912-07,test
3,S,missing,missing,Mr,27.9,1.0,4.0,40.0,347088.0,0,361,1912-07,test
2,C,missing,SCPARIS,Mr,27.7208,1.0,0.0,29.0,2167.0,0,362,1912-04,train
3,C,missing,missing,Mrs,14.4542,0.0,1.0,45.0,2691.0,0,363,1912-07,test
3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,35.0,3101310.0,0,364,1912-06,train
3,Q,missing,missing,Mr,15.5,1.0,0.0,29.69911764705882,370365.0,0,365,1912-05,train
3,S,missing,CA,Mr,7.25,0.0,0.0,30.0,7076.0,0,366,1912-06,train
1,C,D,missing,Mrs,75.25,1.0,0.0,60.0,110813.0,1,367,1912-07,test
3,C,missing,missing,Mrs,7.2292,0.0,0.0,29.69911764705882,2626.0,1,368,1912-04,train
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,14313.0,1,369,1912-07,test
1,C,B,PC,Miss,69.3,0.0,0.0,24.0,17477.0,1,370,1912-04,train
1,C,E,missing,Mr,55.4417,1.0,0.0,25.0,11765.0,1,371,1912-04,train
3,S,missing,missing,Mr,6.4958,1.0,0.0,18.0,3101267.0,0,372,1912-06,train
3,S,missing,missing,Mr,8.05,0.0,0.0,19.0,323951.0,0,373,1912-05,train
1,C,missing,PC,Mr,135.6333,0.0,0.0,22.0,17760.0,0,374,1912-05,train
3,S,missing,missing,Miss,21.075,3.0,1.0,3.0,349909.0,0,375,1912-05,train
1,C,missing,PC,Mrs,82.1708,1.0,0.0,29.69911764705882,17604.0,1,376,1912-06,train
3,S,missing,CA,Miss,7.25,0.0,0.0,22.0,7077.0,1,377,1912-06,train
1,C,C,missing,Mr,211.5,0.0,2.0,27.0,113503.0,0,378,1912-07,test
3,C,missing,missing,Mr,4.0125,0.0,0.0,20.0,2648.0,0,379,1912-07,test
3,S,missing,missing,Mr,7.775,0.0,0.0,19.0,347069.0,0,380,1912-05,train
1,C,missing,PC,Miss,227.525,0.0,0.0,42.0,17757.0,1,381,1912-04,train
3,C,missing,missing,Miss,15.7417,0.0,2.0,1.0,2653.0,1,382,1912-05,train
3,S,missing,STONO,Mr,7.925,0.0,0.0,32.0,23101293.0,0,383,1912-07,test
1,S,missing,missing,Mrs,52.0,1.0,0.0,35.0,113789.0,1,384,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349227.0,0,385,1912-05,train
2,S,missing,SOC,Mr,73.5,0.0,0.0,18.0,14879.0,0,386,1912-06,train
3,S,missing,CA,Master,46.9,5.0,2.0,1.0,2144.0,0,387,1912-07,test
2,S,missing,missing,Miss,13.0,0.0,0.0,36.0,27849.0,1,388,1912-05,train
3,Q,missing,missing,Mr,7.7292,0.0,0.0,29.69911764705882,367655.0,0,389,1912-05,train
2,C,missing,SCAHBasle,Miss,12.0,0.0,0.0,17.0,1748.0,1,390,1912-06,train
1,S,B,missing,Mr,120.0,1.0,2.0,36.0,113760.0,1,391,1912-07,test
3,S,missing,missing,Mr,7.7958,0.0,0.0,21.0,350034.0,1,392,1912-07,test
3,S,missing,missing,Mr,7.925,2.0,0.0,28.0,3101277.0,0,393,1912-05,train
1,C,D,missing,Miss,113.275,1.0,0.0,23.0,35273.0,1,394,1912-07,test
3,S,G,PPP,Mrs,16.7,0.0,2.0,24.0,9549.0,1,395,1912-06,train
3,S,missing,missing,Mr,7.7958,0.0,0.0,22.0,350052.0,0,396,1912-06,train
3,S,missing,missing,Miss,7.8542,0.0,0.0,31.0,350407.0,0,397,1912-05,train
2,S,missing,missing,Mr,26.0,0.0,0.0,46.0,28403.0,0,398,1912-04,train
2,S,missing,missing,Dr,10.5,0.0,0.0,23.0,244278.0,0,399,1912-04,train
2,S,missing,missing,Mrs,12.65,0.0,0.0,28.0,240929.0,1,400,1912-06,train
3,S,missing,STONO,Mr,7.925,0.0,0.0,39.0,23101289.0,1,401,1912-05,train
3,S,missing,missing,Mr,8.05,0.0,0.0,26.0,341826.0,0,402,1912-05,train
3,S,missing,missing,Miss,9.825,1.0,0.0,21.0,4137.0,0,403,1912-06,train
3,S,missing,STONO,Mr,15.85,1.0,0.0,28.0,23101279.0,0,404,1912-06,train
3,S,missing,missing,Miss,8.6625,0.0,0.0,20.0,315096.0,0,405,1912-06,train
2,S,missing,missing,Mr,21.0,1.0,0.0,34.0,28664.0,0,406,1912-06,train
3,S,missing,missing,Mr,7.75,0.0,0.0,51.0,347064.0,0,407,1912-05,train
2,S,missing,missing,Master,18.75,1.0,1.0,3.0,29106.0,1,408,1912-07,test
3,S,missing,missing,Mr,7.775,0.0,0.0,21.0,312992.0,0,409,1912-04,train
3,S,missing,missing,Miss,25.4667,3.0,1.0,29.69911764705882,4133.0,0,410,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349222.0,0,411,1912-07,test
3,Q,missing,missing,Mr,6.8583,0.0,0.0,29.69911764705882,394140.0,0,412,1912-05,train
1,Q,C,missing,Miss,90.0,1.0,0.0,33.0,19928.0,1,413,1912-05,train
2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239853.0,0,414,1912-06,train
3,S,missing,STONO,Mr,7.925,0.0,0.0,44.0,23101269.0,1,415,1912-07,test
3,S,missing,missing,Mrs,8.05,0.0,0.0,29.69911764705882,343095.0,0,416,1912-05,train
2,S,missing,missing,Mrs,32.5,1.0,1.0,34.0,28220.0,1,417,1912-04,train
2,S,missing,missing,Miss,13.0,0.0,2.0,18.0,250652.0,1,418,1912-07,test
2,S,missing,missing,Mr,13.0,0.0,0.0,30.0,28228.0,0,419,1912-07,test
3,S,missing,missing,Miss,24.15,0.0,2.0,10.0,345773.0,0,420,1912-06,train
3,C,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349254.0,0,421,1912-07,test
3,Q,missing,A,Mr,7.7333,0.0,0.0,21.0,513032.0,0,422,1912-05,train
3,S,missing,missing,Mr,7.875,0.0,0.0,29.0,315082.0,0,423,1912-04,train
3,S,missing,missing,Mrs,14.4,1.0,1.0,28.0,347080.0,0,424,1912-04,train
3,S,missing,missing,Mr,20.2125,1.0,1.0,18.0,370129.0,0,425,1912-06,train
3,S,missing,A,Mr,7.25,0.0,0.0,29.69911764705882,434244.0,0,426,1912-04,train
2,S,missing,missing,Mrs,26.0,1.0,0.0,28.0,2003.0,1,427,1912-06,train
2,S,missing,missing,Miss,26.0,0.0,0.0,19.0,250655.0,1,428,1912-04,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,364851.0,0,429,1912-05,train
3,S,E,SOTONOQ,Mr,8.05,0.0,0.0,32.0,392078.0,1,430,1912-04,train
1,S,C,missing,Mr,26.55,0.0,0.0,28.0,110564.0,1,431,1912-07,test
3,S,missing,missing,Mrs,16.1,1.0,0.0,29.69911764705882,376564.0,1,432,1912-05,train
2,S,missing,SCAH,Mrs,26.0,1.0,0.0,42.0,3085.0,1,433,1912-07,test
3,S,missing,STONO,Mr,7.125,0.0,0.0,17.0,23101274.0,0,434,1912-07,test
1,S,E,missing,Mr,55.9,1.0,0.0,50.0,13507.0,0,435,1912-07,test
1,S,B,missing,Miss,120.0,1.0,2.0,14.0,113760.0,1,436,1912-05,train
3,S,missing,WC,Miss,34.375,2.0,2.0,21.0,6608.0,0,437,1912-06,train
2,S,missing,missing,Mrs,18.75,2.0,3.0,24.0,29106.0,1,438,1912-07,test
1,S,C,missing,Mr,263.0,1.0,4.0,64.0,19950.0,0,439,1912-05,train
2,S,missing,CA,Mr,10.5,0.0,0.0,31.0,18723.0,0,440,1912-07,test
2,S,missing,FCC,Mrs,26.25,1.0,1.0,45.0,13529.0,1,441,1912-05,train
3,S,missing,missing,Mr,9.5,0.0,0.0,20.0,345769.0,0,442,1912-04,train
3,S,missing,missing,Mr,7.775,1.0,0.0,25.0,347076.0,0,443,1912-07,test
2,S,missing,missing,Ms,13.0,0.0,0.0,28.0,230434.0,1,444,1912-07,test
3,S,missing,missing,Mr,8.1125,0.0,0.0,29.69911764705882,65306.0,1,445,1912-04,train
1,S,A,missing,Master,81.8583,0.0,2.0,4.0,33638.0,1,446,1912-06,train
2,S,missing,missing,Miss,19.5,0.0,1.0,13.0,250644.0,1,447,1912-06,train
1,S,missing,missing,Mr,26.55,0.0,0.0,34.0,113794.0,1,448,1912-05,train
3,C,missing,missing,Miss,19.2583,2.0,1.0,5.0,2666.0,1,449,1912-07,test
1,S,C,missing,Major,30.5,0.0,0.0,52.0,113786.0,1,450,1912-04,train
2,S,missing,CA,Mr,27.75,1.0,2.0,36.0,34651.0,0,451,1912-05,train
3,S,missing,missing,Mr,19.9667,1.0,0.0,29.69911764705882,65303.0,0,452,1912-07,test
1,C,C,missing,Mr,27.75,0.0,0.0,30.0,113051.0,0,453,1912-04,train
1,C,C,missing,Mr,89.1042,1.0,0.0,49.0,17453.0,1,454,1912-04,train
3,S,missing,A,Mr,8.05,0.0,0.0,29.69911764705882,52817.0,0,455,1912-05,train
3,C,missing,missing,Mr,7.8958,0.0,0.0,29.0,349240.0,1,456,1912-06,train
1,S,E,missing,Mr,26.55,0.0,0.0,65.0,13509.0,0,457,1912-05,train
1,S,D,missing,Mrs,51.8625,1.0,0.0,29.69911764705882,17464.0,1,458,1912-05,train
2,S,missing,FCC,Miss,10.5,0.0,0.0,50.0,13531.0,1,459,1912-06,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,371060.0,0,460,1912-05,train
1,S,E,missing,Mr,26.55,0.0,0.0,48.0,19952.0,1,461,1912-05,train
3,S,missing,missing,Mr,8.05,0.0,0.0,34.0,364506.0,0,462,1912-06,train
1,S,E,missing,Mr,38.5,0.0,0.0,47.0,111320.0,0,463,1912-06,train
2,S,missing,missing,Mr,13.0,0.0,0.0,48.0,234360.0,0,464,1912-06,train
3,S,missing,LOW,Mr,8.05,0.0,0.0,29.69911764705882,2816.0,0,465,1912-07,test
3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,38.0,3101306.0,0,466,1912-05,train
2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239853.0,0,467,1912-06,train
1,S,missing,missing,Mr,26.55,0.0,0.0,56.0,113792.0,0,468,1912-07,test
3,Q,missing,missing,Mr,7.725,0.0,0.0,29.69911764705882,36209.0,0,469,1912-07,test
3,C,missing,missing,Miss,19.2583,2.0,1.0,0.75,2666.0,1,470,1912-04,train
3,S,missing,missing,Mr,7.25,0.0,0.0,29.69911764705882,323592.0,0,471,1912-05,train
3,S,missing,missing,Mr,8.6625,0.0,0.0,38.0,315089.0,0,472,1912-07,test
2,S,missing,CA,Mrs,27.75,1.0,2.0,33.0,34651.0,1,473,1912-05,train
2,C,D,SCAHBasle,Mrs,13.7917,0.0,0.0,23.0,541.0,1,474,1912-06,train
3,S,missing,missing,Miss,9.8375,0.0,0.0,22.0,7553.0,0,475,1912-04,train
1,S,A,missing,Mr,52.0,0.0,0.0,29.69911764705882,110465.0,0,476,1912-04,train
2,S,missing,missing,Mr,21.0,1.0,0.0,34.0,31027.0,0,477,1912-04,train
3,S,missing,missing,Mr,7.0458,1.0,0.0,29.0,3460.0,0,478,1912-04,train
3,S,missing,missing,Mr,7.5208,0.0,0.0,22.0,350060.0,0,479,1912-06,train
3,S,missing,missing,Miss,12.2875,0.0,1.0,2.0,3101298.0,1,480,1912-05,train
3,S,missing,CA,Master,46.9,5.0,2.0,9.0,2144.0,0,481,1912-04,train
2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239854.0,0,482,1912-06,train
3,S,missing,A,Mr,8.05,0.0,0.0,50.0,53594.0,0,483,1912-06,train
3,S,missing,missing,Mrs,9.5875,0.0,0.0,63.0,4134.0,1,484,1912-07,test
1,C,B,missing,Mr,91.0792,1.0,0.0,25.0,11967.0,1,485,1912-06,train
3,S,missing,missing,Miss,25.4667,3.0,1.0,29.69911764705882,4133.0,0,486,1912-06,train
1,S,C,missing,Mrs,90.0,1.0,0.0,35.0,19943.0,1,487,1912-04,train
1,C,B,missing,Mr,29.7,0.0,0.0,58.0,11771.0,0,488,1912-04,train
3,S,missing,A,Mr,8.05,0.0,0.0,30.0,518509.0,0,489,1912-07,test
3,S,missing,CA,Master,15.9,1.0,1.0,9.0,37671.0,1,490,1912-07,test
3,S,missing,missing,Mr,19.9667,1.0,0.0,29.69911764705882,65304.0,0,491,1912-06,train
3,S,missing,SOTONOQ,Mr,7.25,0.0,0.0,21.0,3101317.0,0,492,1912-06,train
1,S,C,missing,Mr,30.5,0.0,0.0,55.0,113787.0,0,493,1912-07,test
1,C,missing,PC,Mr,49.5042,0.0,0.0,71.0,17609.0,0,494,1912-06,train
3,S,missing,A,Mr,8.05,0.0,0.0,21.0,445380.0,0,495,1912-07,test
3,C,missing,missing,Mr,14.4583,0.0,0.0,29.69911764705882,2627.0,0,496,1912-04,train
1,C,D,missing,Miss,78.2667,1.0,0.0,54.0,36947.0,1,497,1912-07,test
3,S,missing,CA,Mr,15.1,0.0,0.0,29.69911764705882,6212.0,0,498,1912-07,test
1,S,C,missing,Mrs,151.55,1.0,2.0,25.0,113781.0,0,499,1912-05,train
3,S,missing,missing,Mr,7.7958,0.0,0.0,24.0,350035.0,0,500,1912-04,train
3,S,missing,missing,Mr,8.6625,0.0,0.0,17.0,315086.0,0,501,1912-06,train
3,Q,missing,missing,Miss,7.75,0.0,0.0,21.0,364846.0,0,502,1912-05,train
3,Q,missing,missing,Miss,7.6292,0.0,0.0,29.69911764705882,330909.0,0,503,1912-07,test
3,S,missing,missing,Miss,9.5875,0.0,0.0,37.0,4135.0,0,504,1912-07,test
1,S,B,missing,Miss,86.5,0.0,0.0,16.0,110152.0,1,505,1912-06,train
1,C,C,PC,Mr,108.9,1.0,0.0,18.0,17758.0,0,506,1912-05,train
2,S,missing,missing,Mrs,26.0,0.0,2.0,33.0,26360.0,1,507,1912-07,test
1,S,missing,missing,Mr,26.55,0.0,0.0,29.69911764705882,111427.0,1,508,1912-05,train
3,S,missing,CA,Mr,22.525,0.0,0.0,28.0,4001.0,0,509,1912-06,train
3,S,missing,missing,Mr,56.4958,0.0,0.0,26.0,1601.0,1,510,1912-04,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.0,382651.0,1,511,1912-07,test
3,S,missing,SOTONOQ,Mr,8.05,0.0,0.0,29.69911764705882,3101316.0,0,512,1912-07,test
1,S,E,PC,Mr,26.2875,0.0,0.0,36.0,17473.0,1,513,1912-07,test
1,C,missing,PC,Mrs,59.4,1.0,0.0,54.0,17603.0,1,514,1912-06,train
3,S,missing,missing,Mr,7.4958,0.0,0.0,24.0,349209.0,0,515,1912-04,train
1,S,D,missing,Mr,34.0208,0.0,0.0,47.0,36967.0,0,516,1912-07,test
2,S,F,CA,Mrs,10.5,0.0,0.0,34.0,34260.0,1,517,1912-05,train
3,Q,missing,missing,Mr,24.15,0.0,0.0,29.69911764705882,371110.0,0,518,1912-06,train
2,S,missing,missing,Mrs,26.0,1.0,0.0,36.0,226875.0,1,519,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,32.0,349242.0,0,520,1912-07,test
1,S,B,missing,Miss,93.5,0.0,0.0,30.0,12749.0,1,521,1912-05,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,22.0,349252.0,0,522,1912-07,test
3,C,missing,missing,Mr,7.225,0.0,0.0,29.69911764705882,2624.0,0,523,1912-06,train
1,C,B,missing,Mrs,57.9792,0.0,1.0,44.0,111361.0,1,524,1912-05,train
3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2700.0,0,525,1912-04,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,40.5,367232.0,0,526,1912-04,train
2,S,missing,WC,Miss,10.5,0.0,0.0,50.0,14258.0,1,527,1912-06,train
1,S,C,PC,Mr,221.7792,0.0,0.0,29.69911764705882,17483.0,0,528,1912-06,train
3,S,missing,missing,Mr,7.925,0.0,0.0,39.0,3101296.0,0,529,1912-07,test
2,S,missing,missing,Mr,11.5,2.0,1.0,23.0,29104.0,0,530,1912-06,train
2,S,missing,missing,Miss,26.0,1.0,1.0,2.0,26360.0,1,531,1912-05,train
3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2641.0,0,532,1912-07,test
3,C,missing,missing,Mr,7.2292,1.0,1.0,17.0,2690.0,0,533,1912-06,train
3,C,missing,missing,Mrs,22.3583,0.0,2.0,29.69911764705882,2668.0,1,534,1912-07,test
3,S,missing,missing,Miss,8.6625,0.0,0.0,30.0,315084.0,0,535,1912-05,train
2,S,missing,FCC,Miss,26.25,0.0,2.0,7.0,13529.0,1,536,1912-07,test
1,S,B,missing,Major,26.55,0.0,0.0,45.0,113050.0,0,537,1912-04,train
1,C,missing,PC,Miss,106.425,0.0,0.0,30.0,17761.0,1,538,1912-06,train
3,S,missing,missing,Mr,14.5,0.0,0.0,29.69911764705882,364498.0,0,539,1912-04,train
1,C,B,missing,Miss,49.5,0.0,2.0,22.0,13568.0,1,540,1912-07,test
1,S,B,WEP,Miss,71.0,0.0,2.0,36.0,5735.0,1,541,1912-04,train
3,S,missing,missing,Miss,31.275,4.0,2.0,9.0,347082.0,0,542,1912-06,train
3,S,missing,missing,Miss,31.275,4.0,2.0,11.0,347082.0,0,543,1912-04,train
2,S,missing,missing,Mr,26.0,1.0,0.0,32.0,2908.0,1,544,1912-07,test
1,C,C,PC,Mr,106.425,1.0,0.0,50.0,17761.0,0,545,1912-04,train
1,S,missing,missing,Mr,26.0,0.0,0.0,64.0,693.0,0,546,1912-05,train
2,S,missing,missing,Mrs,26.0,1.0,0.0,19.0,2908.0,1,547,1912-05,train
2,C,missing,SCPARIS,Mr,13.8625,0.0,0.0,29.69911764705882,2146.0,1,548,1912-04,train
3,S,missing,missing,Mr,20.525,1.0,1.0,33.0,363291.0,0,549,1912-07,test
2,S,missing,CA,Master,36.75,1.0,1.0,8.0,33112.0,1,550,1912-06,train
1,C,C,missing,Mr,110.8833,0.0,2.0,17.0,17421.0,1,551,1912-06,train
2,S,missing,missing,Mr,26.0,0.0,0.0,27.0,244358.0,0,552,1912-05,train
3,Q,missing,missing,Mr,7.8292,0.0,0.0,29.69911764705882,330979.0,0,553,1912-05,train
3,C,missing,missing,Mr,7.225,0.0,0.0,22.0,2620.0,1,554,1912-05,train
3,S,missing,missing,Miss,7.775,0.0,0.0,22.0,347085.0,1,555,1912-06,train
1,S,missing,missing,Mr,26.55,0.0,0.0,62.0,113807.0,0,556,1912-06,train
1,C,A,missing,Miss,39.6,1.0,0.0,48.0,11755.0,1,557,1912-04,train
1,C,missing,PC,Mr,227.525,0.0,0.0,29.69911764705882,17757.0,0,558,1912-04,train
1,S,E,missing,Mrs,79.65,1.0,1.0,39.0,110413.0,1,559,1912-06,train
3,S,missing,missing,Mrs,17.4,1.0,0.0,36.0,345572.0,1,560,1912-07,test
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,372622.0,0,561,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,40.0,349251.0,0,562,1912-05,train
2,S,missing,missing,Mr,13.5,0.0,0.0,28.0,218629.0,0,563,1912-06,train
3,S,missing,SOTONOQ,Mr,8.05,0.0,0.0,29.69911764705882,392082.0,0,564,1912-06,train
3,S,missing,SOTONOQ,Miss,8.05,0.0,0.0,29.69911764705882,392087.0,0,565,1912-06,train
3,S,missing,A,Mr,24.15,2.0,0.0,24.0,448871.0,0,566,1912-05,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,19.0,349205.0,0,567,1912-07,test
3,S,missing,missing,Mrs,21.075,0.0,4.0,29.0,349909.0,0,568,1912-07,test
3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2686.0,0,569,1912-05,train
3,S,missing,missing,Mr,7.8542,0.0,0.0,32.0,350417.0,1,570,1912-07,test
2,S,missing,SWPP,Mr,10.5,0.0,0.0,62.0,752.0,1,571,1912-06,train
1,S,C,missing,Mrs,51.4792,2.0,0.0,53.0,11769.0,1,572,1912-06,train
1,S,E,PC,Mr,26.3875,0.0,0.0,36.0,17474.0,1,573,1912-05,train
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,14312.0,1,574,1912-06,train
3,S,missing,A,Mr,8.05,0.0,0.0,16.0,420589.0,0,575,1912-05,train
3,S,missing,missing,Mr,14.5,0.0,0.0,19.0,358585.0,0,576,1912-04,train
2,S,missing,missing,Miss,13.0,0.0,0.0,34.0,243880.0,1,577,1912-07,test
1,S,E,missing,Mrs,55.9,1.0,0.0,39.0,13507.0,1,578,1912-06,train
3,C,missing,missing,Mrs,14.4583,1.0,0.0,29.69911764705882,2689.0,0,579,1912-07,test
3,S,missing,STONO,Mr,7.925,0.0,0.0,32.0,23101286.0,1,580,1912-05,train
2,S,missing,missing,Miss,30.0,1.0,1.0,25.0,237789.0,1,581,1912-06,train
1,C,C,missing,Mrs,110.8833,1.0,1.0,39.0,17421.0,1,582,1912-05,train
2,S,missing,missing,Mr,26.0,0.0,0.0,54.0,28403.0,0,583,1912-04,train
1,C,A,missing,Mr,40.125,0.0,0.0,36.0,13049.0,0,584,1912-05,train
3,C,missing,missing,Mr,8.7125,0.0,0.0,29.69911764705882,3411.0,0,585,1912-07,test
