Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Sex,Fare,SibSp,Parch,Age_Mean,PassengerId,ReferenceDate,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,dummy_Sex_male,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean
3,S,missing,WC,Mr,male,34.375,1.0,3.0,16.0,87,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1388772175914105,0.2,0.5,0.21174232128295734
3,S,missing,SOTONOQ,Mr,male,8.05,0.0,0.0,29.69911764705882,88,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mr,male,8.05,0.0,0.0,24.0,90,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.32046751834737697
3,S,missing,missing,Mr,male,8.05,0.0,0.0,29.0,91,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.3884207665126393
3,S,missing,missing,Mr,male,7.8542,0.0,0.0,20.0,92,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03173147468818782,0.0,0.0,0.26610491981516715
1,S,E,WEP,Mr,male,61.175,1.0,0.0,46.0,93,1912-06,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2471509465063138,0.2,0.0,0.6194618102745311
3,S,missing,CA,Mr,male,20.575,1.0,2.0,26.0,94,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08312432732925878,0.2,0.3333333333333333,0.34764881761348193
3,S,missing,missing,Mr,male,7.25,0.0,0.0,59.0,95,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.029290467710188395,0.0,0.0,0.7961402555042131
3,S,missing,missing,Mr,male,8.05,0.0,0.0,29.69911764705882,96,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.39792222950609973
1,C,A,PC,Mr,male,34.6542,0.0,0.0,71.0,97,1912-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.14000520360309116,0.0,0.0,0.9592280511008426
1,C,D,PC,Mr,male,63.3583,0.0,1.0,23.0,98,1912-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2559716193548178,0.0,0.16666666666666666,0.3068768687143245
2,S,missing,missing,Mrs,female,23.0,0.0,1.0,34.0,99,1912-04,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.09292148377025285,0.0,0.16666666666666666,0.4563740146779016
2,S,missing,missing,Mr,male,26.0,1.0,0.0,34.0,100,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.2,0.0,0.4563740146779016
3,S,missing,missing,Miss,female,7.8958,0.0,0.0,28.0,101,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03189954137187662,0.0,0.0,0.37483011687958684
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,102,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973
1,S,D,missing,Mr,male,77.2875,0.0,1.0,21.0,103,1912-04,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.31224648595188764,0.0,0.16666666666666666,0.2796955694482196
3,S,missing,missing,Mr,male,8.6542,0.0,0.0,33.0,104,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.034963526297587914,0.0,0.0,0.4427833650448491
3,S,missing,missing,Mr,male,7.925,2.0,0.0,37.0,105,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032017511255619725,0.4,0.0,0.497145963577059
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,28.0,106,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.37483011687958684
3,S,missing,missing,Miss,female,7.65,0.0,0.0,21.0,107,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.030906493514888445,0.0,0.0,0.2796955694482196
3,S,missing,missing,Mr,male,7.775,0.0,0.0,29.69911764705882,108,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.031411501578857214,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,38.0,109,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.5107366132101114
3,Q,missing,missing,Miss,female,24.15,1.0,0.0,29.69911764705882,110,1912-04,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.09756755795876548,0.2,0.0,0.39792222950609973
1,S,C,missing,Mr,male,52.0,0.0,0.0,47.0,111,1912-06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2100833546110064,0.0,0.0,0.6330524599075835
3,C,missing,missing,Miss,female,14.4542,1.0,0.0,14.5,112,1912-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.058395900465738636,0.2,0.0,0.19135634683337865
3,S,missing,missing,Mr,male,8.05,0.0,0.0,22.0,113,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.29328621908127206
3,S,missing,missing,Miss,female,9.825,1.0,0.0,20.0,114,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03969363382794496,0.2,0.0,0.26610491981516715
3,C,missing,missing,Miss,female,14.4583,0.0,0.0,17.0,115,1912-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.058412464730236806,0.0,0.0,0.22533297091600976
3,Q,missing,missing,Mr,male,7.75,0.0,0.0,70.5,117,1912-06,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03131049996606346,0.0,0.0,0.9524327262843164
2,S,missing,missing,Mr,male,21.0,1.0,0.0,29.0,118,1912-04,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0848413547467526,0.2,0.0,0.3884207665126393
1,C,B,PC,Mr,male,247.5208,0.0,1.0,24.0,119,1912-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.16666666666666666,0.32046751834737697
3,S,missing,missing,Miss,female,31.275,4.0,2.0,2.0,120,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1263530176049851,0.8,0.3333333333333333,0.02147322642022289
2,S,missing,SOC,Mr,male,73.5,2.0,0.0,21.0,121,1912-06,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2969447416136341,0.4,0.0,0.2796955694482196
3,S,missing,A,Mr,male,8.05,0.0,0.0,29.69911764705882,122,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.39792222950609973
2,C,missing,missing,Mr,male,30.0708,1.0,0.0,32.5,123,1912-06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.12148797191993561,0.2,0.0,0.4359880402283229
2,S,E,missing,Miss,female,13.0,0.0,0.0,32.5,124,1912-06,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0525208386527516,0.0,0.0,0.4359880402283229
1,S,D,missing,Mr,male,77.2875,0.0,1.0,54.0,125,1912-07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.31224648595188764,0.0,0.16666666666666666,0.7281870073389508
3,C,missing,missing,Master,male,11.2417,1.0,0.0,12.0,126,1912-06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.04541719322174136,0.2,0.0,0.1573797227507475
3,Q,missing,missing,Mr,male,7.75,0.0,0.0,29.69911764705882,127,1912-07,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03131049996606346,0.0,0.0,0.39792222950609973
3,S,missing,CA,Mr,male,7.1417,0.0,0.0,24.0,128,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.028852928723565856,0.0,0.0,0.32046751834737697
3,C,F,missing,Miss,female,22.3583,1.0,1.0,29.69911764705882,129,1912-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.09032897437306278,0.2,0.16666666666666666,0.39792222950609973
3,S,missing,missing,Mr,male,6.975,0.0,0.0,45.0,130,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02817944996945711,0.0,0.0,0.6058711606414786
3,C,missing,missing,Mr,male,7.8958,0.0,0.0,33.0,131,1912-06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.4427833650448491
3,S,missing,SOTONOQ,Mr,male,7.05,0.0,0.0,20.0,132,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.02848245480783837,0.0,0.0,0.26610491981516715
3,S,missing,A,Mrs,female,14.5,1.0,0.0,47.0,133,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05858093542037679,0.2,0.0,0.6330524599075835
2,S,missing,missing,Mrs,female,26.0,1.0,0.0,29.0,134,1912-07,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1050416773055032,0.2,0.0,0.3884207665126393
2,S,missing,CA,Mr,male,13.0,0.0,0.0,25.0,135,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.3340581679804295
2,C,missing,SCPARIS,Mr,male,15.0458,0.0,0.0,23.0,136,1912-06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.060786002630890006,0.0,0.0,0.3068768687143245
1,S,D,missing,Miss,female,26.2833,0.0,2.0,19.0,137,1912-04,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10618622758168202,0.0,0.3333333333333333,0.2525142701821147
1,S,C,missing,Mr,male,53.1,1.0,0.0,37.0,138,1912-06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.21452742557393156,0.2,0.0,0.497145963577059
3,S,missing,missing,Mr,male,9.2167,0.0,0.0,16.0,139,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03723606258544736,0.0,0.0,0.21174232128295734
1,C,B,PC,Mr,male,79.2,0.0,0.0,24.0,140,1912-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3199731093306098,0.0,0.0,0.32046751834737697
3,C,missing,missing,Mrs,female,15.2458,0.0,2.0,29.69911764705882,141,1912-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.06159401553324003,0.0,0.3333333333333333,0.39792222950609973
3,S,missing,missing,Miss,female,7.75,0.0,0.0,22.0,142,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.29328621908127206
3,Q,missing,missing,Mr,male,6.75,0.0,0.0,19.0,144,1912-07,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.027270435454313333,0.0,0.0,0.2525142701821147
2,S,missing,missing,Mr,male,11.5,0.0,0.0,18.0,145,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.04646074188512642,0.0,0.0,0.23892362054906222
2,S,missing,CA,Mr,male,36.75,1.0,1.0,19.0,146,1912-04,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.14847237080681705,0.2,0.16666666666666666,0.2525142701821147
3,S,missing,missing,Mr,male,7.7958,0.0,0.0,27.0,147,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03149553492070161,0.0,0.0,0.3612394672465344
3,S,missing,WC,Miss,female,34.375,2.0,2.0,9.0,148,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1388772175914105,0.4,0.3333333333333333,0.11660777385159012
2,S,F,missing,Mr,male,26.0,0.0,2.0,36.5,149,1912-07,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.0,0.3333333333333333,0.49035063876053275
2,S,missing,missing,LOW,male,13.0,0.0,0.0,42.0,150,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0525208386527516,0.0,0.0,0.5650992117423213
2,S,missing,LOW,LOW,male,12.525,0.0,0.0,51.0,151,1912-07,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0506018080096703,0.0,0.0,0.6874150584397934
1,S,C,missing,Mrs,female,66.6,1.0,0.0,22.0,152,1912-05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.2690682964825582,0.2,0.0,0.29328621908127206
3,S,missing,A,Mr,male,8.05,0.0,0.0,55.5,153,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.7485729817885295
3,S,missing,A,Mr,male,14.5,0.0,2.0,40.5,154,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.05858093542037679,0.0,0.3333333333333333,0.5447132372927426
3,S,missing,LOW,Mr,male,7.3125,0.0,0.0,29.69911764705882,155,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.02954297174217278,0.0,0.0,0.39792222950609973
1,C,missing,PC,Mr,male,61.3792,0.0,1.0,51.0,156,1912-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.24797592767961316,0.0,0.16666666666666666,0.6874150584397934
3,Q,missing,missing,Miss,female,7.7333,0.0,0.0,16.0,157,1912-04,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03124303088871723,0.0,0.0,0.21174232128295734
3,S,missing,SOTONOQ,Mr,male,8.05,0.0,0.0,30.0,158,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.40201141614569175
3,S,missing,missing,Mr,male,8.6625,0.0,0.0,29.69911764705882,159,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.034997058833035444,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mr,male,16.1,0.0,1.0,44.0,161,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.06504503863917699,0.0,0.16666666666666666,0.5922805110084262
2,S,missing,CA,Mrs,female,15.75,0.0,0.0,40.0,162,1912-06,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06363101606006444,0.0,0.0,0.5379179124762163
3,S,missing,missing,Mr,male,7.775,0.0,0.0,26.0,163,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.031411501578857214,0.0,0.0,0.34764881761348193
3,S,missing,missing,Mr,male,8.6625,0.0,0.0,17.0,164,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.034997058833035444,0.0,0.0,0.22533297091600976
3,S,missing,missing,Master,male,39.6875,4.0,1.0,1.0,165,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.16034006031008302,0.8,0.16666666666666666,0.007882576787170428
3,S,missing,missing,Master,male,20.525,0.0,2.0,9.0,166,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.08292232410367129,0.0,0.3333333333333333,0.11660777385159012
1,S,E,missing,Mrs,female,55.0,0.0,1.0,29.69911764705882,167,1912-05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.22220354814625679,0.0,0.16666666666666666,0.39792222950609973
3,S,missing,missing,Mrs,female,27.9,1.0,4.0,45.0,168,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.11271779987782844,0.2,0.6666666666666666,0.6058711606414786
1,S,missing,PC,Mr,male,25.925,0.0,0.0,29.69911764705882,169,1912-06,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.10473867246712196,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mr,male,56.4958,0.0,0.0,28.0,170,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.22824667664293263,0.0,0.0,0.37483011687958684
1,S,B,missing,Mr,male,33.5,0.0,0.0,61.0,171,1912-04,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.13534216114362912,0.0,0.0,0.823321554770318
3,Q,missing,missing,Master,male,29.125,4.0,1.0,4.0,172,1912-04,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.11766687890472234,0.8,0.16666666666666666,0.04865452568632781
3,S,missing,missing,Miss,female,11.1333,1.0,1.0,1.0,173,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.04497925022866765,0.2,0.16666666666666666,0.007882576787170428
1,C,A,missing,Mr,male,30.6958,0.0,0.0,56.0,175,1912-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.12401301223977944,0.0,0.0,0.7553683066050557
3,S,missing,missing,Mr,male,7.8542,1.0,1.0,18.0,176,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03173147468818782,0.2,0.16666666666666666,0.23892362054906222
3,S,missing,missing,Master,male,25.4667,3.0,1.0,29.69911764705882,177,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.10288711090138687,0.6,0.16666666666666666,0.39792222950609973
1,C,C,PC,Miss,female,28.7125,0.0,0.0,50.0,178,1912-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11600035229362542,0.0,0.0,0.673824408806741
2,S,missing,missing,Mr,male,13.0,0.0,0.0,30.0,179,1912-06,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.40201141614569175
3,S,missing,LINE,Mr,male,0.0,0.0,0.0,36.0,180,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.4835553139440065
