Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,PassengerId,ReferenceDate,Survived,dataset,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_STONO,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean,normalized_Ticket_int
1,S,C,missing,Mr,90.0,1.0,0.0,38.0,19943.0,225,1912-04,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.17566830077223786,0.125,0.0,0.4722292033174164,0.0008632849744261079
3,S,missing,PPP,Mr,9.35,0.0,0.0,22.0,4348.0,226,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01824998458022693,0.0,0.0,0.2711736617240513,0.00018821456495034434
2,S,missing,SWPP,Mr,10.5,0.0,0.0,19.0,751.0,227,1912-04,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.23347574767529528,3.2509001443815225e-05
3,S,missing,A,Mr,7.25,0.0,0.0,20.5,521173.0,228,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.014151057562208049,0.0,0.0,0.2523247046996733,0.022560337962020657
2,S,missing,missing,Mr,13.0,0.0,0.0,18.0,236171.0,229,1912-04,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.025374310111545468,0.0,0.0,0.22090977632570996,0.010223280133138862
3,S,missing,missing,Miss,25.4667,3.0,1.0,29.69911764705882,4133.0,230,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.04970768794751499,0.375,0.16666666666666666,0.36792055349407915,0.00017890772698706835
1,S,C,missing,Mrs,83.475,1.0,0.0,35.0,36973.0,231,1912-05,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.16293234896625058,0.125,0.0,0.43453128926866047,0.0016004731163544346
3,S,missing,missing,Mr,7.775,0.0,0.0,29.0,347067.0,232,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015175789316712771,0.0,0.0,0.35913546117114853,0.015023703866978188
2,S,missing,missing,Mr,13.5,0.0,0.0,59.0,237442.0,233,1912-06,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.026350245115835676,0.0,0.0,0.7361146016587082,0.010278298696168276
3,S,missing,missing,Miss,31.3875,4.0,2.0,5.0,347077.0,234,1912-04,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.061264319894317944,0.5,0.3333333333333333,0.05755214878110078,0.015024136743162525
2,S,missing,CA,Mr,10.5,0.0,0.0,24.0,29566.0,235,1912-07,0,test,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.2963056044232219,0.001279841726614968
3,S,missing,WC,Miss,7.55,0.0,0.0,29.69911764705882,6609.0,236,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014736618564782174,0.0,0.0,0.36792055349407915,0.00028608787022926075
2,S,missing,missing,Mr,26.0,1.0,0.0,44.0,26707.0,237,1912-05,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.050748620223090936,0.125,0.0,0.5476250314149284,0.0011560824255126142
2,S,missing,CA,Miss,26.25,0.0,2.0,8.0,31921.0,238,1912-04,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05123658772523604,0.0,0.3333333333333333,0.09525006282985675,0.0013817840680266655
2,S,missing,missing,Mr,10.5,0.0,0.0,19.0,28665.0,239,1912-06,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.23347574767529528,0.0012408395824060764
2,S,missing,LOW,Mr,12.275,0.0,0.0,33.0,1585.0,240,1912-06,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.023959204355324663,0.0,0.0,0.4093993465694898,6.861087521763932e-05
3,C,missing,missing,Miss,14.4542,1.0,0.0,29.69911764705882,2665.0,241,1912-06,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.028212719478023115,0.125,0.0,0.36792055349407915,0.00011536150312618852
3,Q,missing,missing,Miss,15.5,1.0,0.0,29.69911764705882,367230.0,242,1912-04,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.030253985132996517,0.125,0.0,0.36792055349407915,0.01589651211745974
2,S,missing,WC,Mr,10.5,0.0,0.0,29.0,14263.0,243,1912-07,0,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.35913546117114853,0.0006174113017218862
3,S,missing,STONO,Mr,7.125,0.0,0.0,22.0,23101275.0,244,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.013907073811135496,0.0,0.0,0.2711736617240513,0.9999991775352498
3,C,missing,missing,Mr,7.225,0.0,0.0,30.0,2694.0,245,1912-04,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014102260811993537,0.0,0.0,0.37170143252073384,0.00011661684406076992
1,Q,C,missing,Dr,90.0,2.0,0.0,44.0,19928.0,246,1912-04,0,train,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.17566830077223786,0.25,0.0,0.5476250314149284,0.0008626356601496003
3,S,missing,missing,Miss,7.775,0.0,0.0,25.0,347071.0,247,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015175789316712771,0.0,0.0,0.3088715757728072,0.015023877017451923
2,S,missing,missing,Mrs,14.5,0.0,2.0,24.0,250649.0,248,1912-04,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.028302115124416098,0.0,0.3333333333333333,0.2963056044232219,0.010849998272824025
1,S,D,missing,Mr,52.5542,1.0,1.0,37.0,11751.0,249,1912-04,1,train,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.10257896680493714,0.125,0.16666666666666666,0.4596632319678311,0.0005086728042160755
2,S,missing,missing,LOW,26.0,1.0,0.0,54.0,244252.0,250,1912-04,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.050748620223090936,0.125,0.0,0.6732847449107816,0.010573087377702739
3,S,missing,missing,Mr,7.25,0.0,0.0,29.69911764705882,362316.0,251,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014151057562208049,0.0,0.0,0.36792055349407915,0.015683796760475842
3,S,G,missing,Mrs,10.4625,1.0,1.0,29.0,347054.0,252,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.02042143996477265,0.125,0.16666666666666666,0.35913546117114853,0.015023141127938547
1,S,C,missing,Mr,26.55,0.0,0.0,62.0,113514.0,253,1912-04,0,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.051822148727810165,0.0,0.0,0.7738125157074642,0.004913750718899123
3,S,missing,A,Mr,16.1,1.0,0.0,30.0,53336.0,254,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.031425107138144774,0.125,0.0,0.37170143252073384,0.0023087884167873884
3,S,missing,missing,Mrs,20.2125,0.0,2.0,41.0,370129.0,255,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.039452172548431745,0.0,0.3333333333333333,0.5099271173661724,0.016022002923299448
3,C,missing,missing,Mrs,15.2458,0.0,2.0,29.0,2650.0,256,1912-07,1,test,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.029757819776815374,0.0,0.3333333333333333,0.35913546117114853,0.00011471218884968088
1,C,missing,PC,Mrs,79.2,0.0,0.0,29.69911764705882,17585.0,257,1912-05,1,train,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15458810467956932,0.0,0.0,0.36792055349407915,0.0007612127701591088
1,S,B,missing,Miss,86.5,0.0,0.0,30.0,110152.0,258,1912-04,1,train,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.16883675574220638,0.0,0.0,0.37170143252073384,0.004768217745724547
1,C,missing,PC,Miss,512.3292,0.0,0.0,35.0,17755.0,259,1912-07,1,test,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.43453128926866047,0.0007685716652928619
2,S,missing,missing,Mrs,26.0,0.0,1.0,50.0,230433.0,260,1912-05,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.050748620223090936,0.0,0.16666666666666666,0.6230208595124404,0.009974895778565477
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,384461.0,261,1912-05,0,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015126992566498259,0.0,0.0,0.36792055349407915,0.01664240107069327
3,S,missing,missing,Master,31.3875,4.0,2.0,3.0,347077.0,262,1912-05,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.061264319894317944,0.5,0.3333333333333333,0.032420206081930136,0.015024136743162525
1,S,E,missing,Mr,79.65,1.0,1.0,52.0,110413.0,263,1912-04,0,train,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1554664461834305,0.125,0.16666666666666666,0.648152802211611,0.004779515814135779
1,S,B,missing,Mr,0.0,0.0,0.0,40.0,112059.0,264,1912-07,0,test,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.4973611460165871,0.0048507672340778836
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,382649.0,265,1912-07,0,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.36792055349407915,0.016563963906091148
2,S,missing,CA,Mr,10.5,0.0,0.0,36.0,17248.0,266,1912-06,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.4470972606182458,0.0007466248427469041
3,S,missing,missing,Mr,39.6875,4.0,1.0,16.0,3101295.0,267,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.07746484096553544,0.5,0.16666666666666666,0.19577783362653933,0.13424767461078155
3,S,missing,missing,Mr,7.775,1.0,0.0,25.0,347083.0,268,1912-07,1,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015175789316712771,0.125,0.0,0.3088715757728072,0.015024396468873128
1,S,C,PC,Mrs,153.4625,0.0,1.0,58.0,17582.0,269,1912-06,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2995388511917728,0.0,0.16666666666666666,0.7235486303091229,0.0007610829073038073
1,S,C,PC,Miss,135.6333,0.0,0.0,35.0,17760.0,270,1912-04,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2647385704347907,0.0,0.0,0.43453128926866047,0.0007687881033850312
1,S,missing,missing,Mr,31.0,0.0,0.0,29.69911764705882,113798.0,271,1912-05,0,train,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.060507970265993034,0.0,0.0,0.36792055349407915,0.004926044402534334
3,S,missing,LINE,Mr,0.0,0.0,0.0,25.0,0.0,272,1912-06,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.3088715757728072,0.0
2,S,missing,missing,Mrs,19.5,0.0,1.0,41.0,250644.0,273,1912-04,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0380614651673182,0.0,0.16666666666666666,0.5099271173661724,0.010849781834731856
1,C,C,PC,Mr,29.7,0.0,1.0,37.0,17596.0,274,1912-04,0,train,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.057970539254838485,0.0,0.16666666666666666,0.4596632319678311,0.0007616889339618811
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,370375.0,275,1912-04,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.36792055349407915,0.016032651677434173
1,S,D,missing,Miss,77.9583,1.0,0.0,63.0,13502.0,276,1912-06,1,train,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15216446768991498,0.125,0.0,0.7863784870570495,0.0005844694240937326
3,S,missing,missing,Miss,7.75,0.0,0.0,45.0,347073.0,277,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.5601910027645137,0.01502396359268879
2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239853.0,278,1912-07,0,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.36792055349407915,0.010382665144212268
3,Q,missing,missing,Master,29.125,4.0,1.0,7.0,382652.0,279,1912-07,0,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.056848213999904744,0.5,0.16666666666666666,0.08268409148027142,0.01656409376894645
3,S,missing,CA,Mrs,20.25,1.0,1.0,35.0,2673.0,280,1912-06,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03952536767375352,0.125,0.16666666666666666,0.43453128926866047,0.00011570780407365925
3,Q,missing,missing,Mr,7.75,0.0,0.0,65.0,336439.0,281,1912-07,0,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015126992566498259,0.0,0.0,0.8115104297562201,0.014563643058263317
3,S,missing,missing,Mr,7.8542,0.0,0.0,28.0,347464.0,282,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015330377421392339,0.0,0.0,0.3465694898215632,0.015040889051496423
3,S,missing,missing,Mr,9.5,0.0,0.0,16.0,345778.0,283,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.018542765081513996,0.0,0.0,0.19577783362653933,0.014967906126816964
3,S,missing,A,Mr,8.05,0.0,0.0,19.0,510482.0,284,1912-06,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015712553569072387,0.0,0.0,0.23347574767529528,0.022097550033344453
1,S,A,missing,Mr,26.0,0.0,0.0,29.69911764705882,113056.0,285,1912-07,0,test,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.050748620223090936,0.0,0.0,0.36792055349407915,0.004893924989656424
3,C,missing,missing,Mr,8.6625,0.0,0.0,33.0,349239.0,286,1912-04,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.016908073949327893,0.0,0.0,0.4093993465694898,0.015117724574216491
3,S,missing,missing,Mr,9.5,0.0,0.0,30.0,345774.0,287,1912-06,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.018542765081513996,0.0,0.0,0.37170143252073384,0.01496773297634323
3,S,missing,missing,Mr,7.8958,0.0,0.0,22.0,349206.0,288,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015411575213749284,0.0,0.0,0.2711736617240513,0.015116296082808175
2,S,missing,missing,Mr,13.0,0.0,0.0,42.0,237798.0,289,1912-07,1,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.025374310111545468,0.0,0.0,0.5224930887157577,0.010293709088330723
3,Q,missing,missing,Miss,7.75,0.0,0.0,22.0,370373.0,290,1912-06,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.2711736617240513,0.016032565102197305
1,S,missing,missing,Miss,78.85,0.0,0.0,26.0,19877.0,291,1912-06,1,train,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15390495017656614,0.0,0.0,0.32143754712239253,0.0008604279916094743
1,C,B,missing,Mrs,91.0792,1.0,0.0,19.0,11967.0,292,1912-05,1,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.17777475888549785,0.125,0.0,0.23347574767529528,0.0005180229297977853
2,C,D,SCParis,Mr,12.875,0.0,0.0,36.0,2163.0,293,1912-05,0,train,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.025130326360472913,0.0,0.0,0.4470972606182458,9.363111867239991e-05
3,S,missing,missing,Miss,8.85,0.0,0.0,24.0,349236.0,294,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.01727404957593672,0.0,0.0,0.2963056044232219,0.01511759471136119
3,S,missing,missing,Mr,7.8958,0.0,0.0,24.0,349233.0,295,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015411575213749284,0.0,0.0,0.2963056044232219,0.01511746484850589
1,C,missing,PC,Mr,27.7208,0.0,0.0,29.69911764705882,17612.0,296,1912-05,0,train,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05410739813385612,0.0,0.0,0.36792055349407915,0.0007623815358568226
3,C,missing,missing,Mr,7.2292,0.0,0.0,23.5,2693.0,297,1912-06,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014110458666029575,0.0,0.0,0.2900226187484292,0.0001165735564423361
1,S,C,missing,Miss,151.55,1.0,2.0,2.0,113781.0,298,1912-04,0,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.29580589980036276,0.125,0.3333333333333333,0.01985423473234481,0.004925308513020959
1,S,C,missing,Mr,30.5,0.0,0.0,29.69911764705882,19988.0,299,1912-06,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.05953203526170282,0.0,0.0,0.36792055349407915,0.0008652329172556308
1,C,B,PC,Mrs,247.5208,0.0,1.0,50.0,17558.0,300,1912-04,1,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4831284260198326,0.0,0.16666666666666666,0.6230208595124404,0.0007600440044613951
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,9234.0,301,1912-07,1,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.36792055349407915,0.0003997178686180956
3,Q,missing,missing,Mr,23.25,2.0,0.0,29.69911764705882,367226.0,302,1912-04,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.04538097769949478,0.25,0.0,0.36792055349407915,0.015896338966986005
3,S,missing,LINE,Mr,0.0,0.0,0.0,19.0,0.0,303,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.23347574767529528,0.0
2,Q,E,missing,Miss,12.35,0.0,0.0,29.69911764705882,226593.0,304,1912-05,1,train,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.024105594605968193,0.0,0.0,0.36792055349407915,0.009808671323779525
